Candidate,Poll_Percent,Date,Wikipedia_Traffic,,
Andrew Yang,.0,06/17/19,6805.0,,
Marianne Williamson,.0,06/17/19,4965.0,,
Wayne Messam,.0,06/17/19,710.0,,
Tim Ryan,.0,06/17/19,60.0,,
Seth Moulton,.0,06/17/19,882.0,,
Michael Bennet,.0,06/17/19,1326.0,,
Steve Bullock,.0,06/17/19,29.0,,
Bill de Blasio,.0,06/17/19,3142.0,,
Mike Gravel,.0,06/17/19,1845.0,,
Joe Biden,32.0,06/17/19,12919.0,,
Elizabeth Warren,15.0,06/17/19,13505.0,,
Kamala Harris,8.0,06/17/19,6600.0,,
Pete Buttigieg,5.0,06/17/19,17900.0,,
Beto O'Rourke,3.0,06/17/19,4212.0,,
Cory Booker,2.0,06/17/19,3569.0,,
Andrew Yang,2.0,06/17/19,6805.0,,
Bill de Blasio,1.0,06/17/19,3142.0,,
Tulsi Gabbard,1.0,06/17/19,5931.0,,
Jay Inslee,1.0,06/17/19,1178.0,,
Amy Klobuchar,1.0,06/17/19,1421.0,,
Marianne Williamson,1.0,06/17/19,4965.0,,
Julian Castro,.0,06/17/19,1074.0,,
Kirsten Gillibrand,.0,06/17/19,2294.0,,
Tim Ryan,.0,06/17/19,60.0,,
Michael Bennet,.0,06/17/19,1326.0,,
Steve Bullock,.0,06/17/19,29.0,,
John Delaney,.0,06/17/19,31.0,,
Mike Gravel,.0,06/17/19,1845.0,,
John Hickenlooper,.0,06/17/19,1061.0,,
Wayne Messam,.0,06/17/19,710.0,,
Seth Moulton,.0,06/17/19,882.0,,
Joe Biden,38.0,06/16/19,12810.0,,
Elizabeth Warren,11.0,06/16/19,10402.0,,
Pete Buttigieg,7.0,06/16/19,19587.0,,
Kamala Harris,7.0,06/16/19,7913.0,,
Beto O'Rourke,4.0,06/16/19,7138.0,,
Cory Booker,3.0,06/16/19,3944.0,,
Julian Castro,1.0,06/16/19,1737.0,,
John Delaney,1.0,06/16/19,31.0,,
Tulsi Gabbard,1.0,06/16/19,5979.0,,
Kirsten Gillibrand,1.0,06/16/19,2564.0,,
John Hickenlooper,1.0,06/16/19,1833.0,,
Amy Klobuchar,1.0,06/16/19,2429.0,,
Tim Ryan,1.0,06/16/19,73.0,,
Marianne Williamson,1.0,06/16/19,6086.0,,
Andrew Yang,1.0,06/16/19,8854.0,,
Michael Bennet,1.0,06/16/19,1300.0,,
Steve Bullock,.0,06/16/19,27.0,,
Bill de Blasio,.0,06/16/19,3996.0,,
Jay Inslee,.0,06/16/19,1476.0,,
Seth Moulton,.0,06/16/19,1310.0,,
Joe Biden,35.0,06/15/19,10778.0,,
Elizabeth Warren,7.0,06/15/19,10245.0,,
Beto O'Rourke,6.0,06/15/19,5236.0,,
Kamala Harris,5.0,06/15/19,6153.0,,
Pete Buttigieg,4.0,06/15/19,9853.0,,
Cory Booker,3.0,06/15/19,3494.0,,
Julian Castro,2.0,06/15/19,2030.0,,
Michael Bennet,1.0,06/15/19,1800.0,,
Tim Ryan,1.0,06/15/19,217.0,,
Amy Klobuchar,1.0,06/15/19,1542.0,,
Steve Bullock,1.0,06/15/19,23.0,,
John Delaney,1.0,06/15/19,39.0,,
Wayne Messam,1.0,06/15/19,615.0,,
Andrew Yang,.0,06/15/19,8114.0,,
Tulsi Gabbard,.0,06/15/19,6373.0,,
Seth Moulton,.0,06/15/19,1340.0,,
Kirsten Gillibrand,.0,06/15/19,1977.0,,
Marianne Williamson,.0,06/15/19,9572.0,,
Bill de Blasio,.0,06/15/19,4201.0,,
John Hickenlooper,.0,06/15/19,1907.0,,
Jay Inslee,.0,06/15/19,1169.0,,
Mike Gravel,.0,06/15/19,1393.0,,
Michael Bennet,.0,06/15/19,1800.0,,
Joe Biden,30.1,06/15/19,10778.0,,
Cory Booker,2.1,06/15/19,3494.0,,
Steve Bullock,.5,06/15/19,23.0,,
Pete Buttigieg,9.4,06/15/19,9853.0,,
Julian Castro,1.3,06/15/19,2030.0,,
Bill de Blasio,.3,06/15/19,4201.0,,
John Delaney,.0,06/15/19,39.0,,
Tulsi Gabbard,.0,06/15/19,6373.0,,
Kirsten Gillibrand,.0,06/15/19,1977.0,,
Mike Gravel,.0,06/15/19,1393.0,,
Kamala Harris,8.3,06/15/19,6153.0,,
John Hickenlooper,1.0,06/15/19,1907.0,,
Jay Inslee,.0,06/15/19,1169.0,,
Amy Klobuchar,.3,06/15/19,1542.0,,
Wayne Messam,.0,06/15/19,615.0,,
Seth Moulton,.3,06/15/19,1340.0,,
Beto O'Rourke,2.3,06/15/19,5236.0,,
Tim Ryan,.5,06/15/19,217.0,,
Elizabeth Warren,9.6,06/15/19,10245.0,,
Marianne Williamson,.3,06/15/19,9572.0,,
Andrew Yang,.5,06/15/19,8114.0,,
Joe Biden,37.0,06/14/19,12790.0,,
Elizabeth Warren,17.0,06/14/19,9512.0,,
Pete Buttigieg,11.0,06/14/19,11223.0,,
Kamala Harris,9.0,06/14/19,6680.0,,
Cory Booker,5.0,06/14/19,3402.0,,
Beto O'Rourke,4.0,06/14/19,7610.0,,
Andrew Yang,3.0,06/14/19,11264.0,,
Marianne Williamson,1.0,06/14/19,14689.0,,
Amy Klobuchar,1.0,06/14/19,2214.0,,
Bill de Blasio,1.0,06/14/19,4524.0,,
Kirsten Gillibrand,1.0,06/14/19,2744.0,,
Tulsi Gabbard,1.0,06/14/19,8066.0,,
John Delaney,.0,06/14/19,73.0,,
Wayne Messam,.0,06/14/19,1565.0,,
John Hickenlooper,.0,06/14/19,1966.0,,
Tim Ryan,.0,06/14/19,280.0,,
Michael Bennet,.0,06/14/19,3793.0,,
Mike Gravel,.0,06/14/19,2856.0,,
Seth Moulton,.0,06/14/19,2411.0,,
Joe Biden,35.0,06/13/19,17900.0,,
Elizabeth Warren,10.0,06/13/19,8252.0,,
Kamala Harris,9.0,06/13/19,8589.0,,
Pete Buttigieg,8.0,06/13/19,10926.0,,
Beto O'Rourke,4.0,06/13/19,10265.0,,
Cory Booker,3.0,06/13/19,4296.0,,
Julian Castro,1.0,06/13/19,6584.0,,
Amy Klobuchar,1.0,06/13/19,1381.0,,
Andrew Yang,1.0,06/13/19,7320.0,,
Michael Bennet,.0,06/13/19,2045.0,,
Steve Bullock,.0,06/13/19,21.0,,
John Delaney,.0,06/13/19,177.0,,
Tulsi Gabbard,.0,06/13/19,5331.0,,
Kirsten Gillibrand,.0,06/13/19,3435.0,,
John Hickenlooper,.0,06/13/19,1445.0,,
Jay Inslee,.0,06/13/19,1251.0,,
Wayne Messam,.0,06/13/19,1148.0,,
Seth Moulton,.0,06/13/19,1762.0,,
Mike Gravel,.0,06/13/19,2082.0,,
Tim Ryan,.0,06/13/19,109.0,,
Marianne Williamson,.0,06/13/19,5170.0,,
Bill de Blasio,.0,06/13/19,4670.0,,
Joe Biden,32.0,06/12/19,29646.0,,
Elizabeth Warren,9.0,06/12/19,8292.0,,
Pete Buttigieg,8.0,06/12/19,12433.0,,
Kamala Harris,8.0,06/12/19,9617.0,,
Beto O'Rourke,4.0,06/12/19,4090.0,,
Cory Booker,3.0,06/12/19,4252.0,,
Amy Klobuchar,2.0,06/12/19,1618.0,,
Andrew Yang,2.0,06/12/19,6586.0,,
Julian Castro,1.0,06/12/19,1383.0,,
John Delaney,1.0,06/12/19,24.0,,
Tulsi Gabbard,1.0,06/12/19,5799.0,,
Kirsten Gillibrand,1.0,06/12/19,5455.0,,
Tim Ryan,1.0,06/12/19,76.0,,
Michael Bennet,.0,06/12/19,1437.0,,
Steve Bullock,.0,06/12/19,29.0,,
Bill de Blasio,.0,06/12/19,3818.0,,
John Hickenlooper,.0,06/12/19,1421.0,,
Jay Inslee,.0,06/12/19,1678.0,,
Mike Gravel,.0,06/12/19,1579.0,,
Wayne Messam,.0,06/12/19,588.0,,
Seth Moulton,.0,06/12/19,3411.0,,
Marianne Williamson,.0,06/12/19,3469.0,,
Elizabeth Warren,21.0,06/12/19,8292.0,,
Joe Biden,20.0,06/12/19,29646.0,,
Amy Klobuchar,16.0,06/12/19,1618.0,,
Pete Buttigieg,11.0,06/12/19,12433.0,,
Kamala Harris,4.0,06/12/19,9617.0,,
Beto O'Rourke,3.0,06/12/19,4090.0,,
Andrew Yang,2.0,06/12/19,6586.0,,
Cory Booker,1.0,06/12/19,4252.0,,
Jay Inslee,1.0,06/12/19,1678.0,,
Julian Castro,1.0,06/12/19,1383.0,,
Kirsten Gillibrand,.0,06/12/19,5455.0,,
Michael Bennet,.0,06/12/19,1437.0,,
Seth Moulton,.0,06/12/19,3411.0,,
Wayne Messam,.0,06/12/19,588.0,,
Mike Gravel,.0,06/12/19,1579.0,,
Marianne Williamson,.0,06/12/19,3469.0,,
John Delaney,.0,06/12/19,24.0,,
Tulsi Gabbard,.0,06/12/19,5799.0,,
Tim Ryan,.0,06/12/19,76.0,,
Joe Biden,30.0,06/12/19,29646.0,,
Elizabeth Warren,12.0,06/12/19,8292.0,,
Pete Buttigieg,11.0,06/12/19,12433.0,,
Kamala Harris,5.0,06/12/19,9617.0,,
Amy Klobuchar,4.0,06/12/19,1618.0,,
Beto O'Rourke,4.0,06/12/19,4090.0,,
Cory Booker,3.0,06/12/19,4252.0,,
John Delaney,2.0,06/12/19,24.0,,
Kirsten Gillibrand,1.0,06/12/19,5455.0,,
Tim Ryan,1.0,06/12/19,76.0,,
Steve Bullock,1.0,06/12/19,29.0,,
Tulsi Gabbard,1.0,06/12/19,5799.0,,
Jay Inslee,1.0,06/12/19,1678.0,,
Mike Gravel,.0,06/12/19,1579.0,,
Julian Castro,.0,06/12/19,1383.0,,
John Hickenlooper,.0,06/12/19,1421.0,,
Michael Bennet,.0,06/12/19,1437.0,,
Andrew Yang,.0,06/12/19,6586.0,,
Marianne Williamson,.0,06/12/19,3469.0,,
Bill de Blasio,.0,06/12/19,3818.0,,
Seth Moulton,.0,06/12/19,3411.0,,
Wayne Messam,.0,06/12/19,588.0,,
Joe Biden,33.0,06/12/19,29646.0,,
Elizabeth Warren,17.0,06/12/19,8292.0,,
Pete Buttigieg,10.0,06/12/19,12433.0,,
Kamala Harris,7.0,06/12/19,9617.0,,
Beto O'Rourke,4.0,06/12/19,4090.0,,
Cory Booker,3.0,06/12/19,4252.0,,
Amy Klobuchar,1.0,06/12/19,1618.0,,
Andrew Yang,1.0,06/12/19,6586.0,,
Kirsten Gillibrand,1.0,06/12/19,5455.0,,
John Hickenlooper,1.0,06/12/19,1421.0,,
Michael Bennet,.0,06/12/19,1437.0,,
Jay Inslee,.0,06/12/19,1678.0,,
John Delaney,.0,06/12/19,24.0,,
Seth Moulton,.0,06/12/19,3411.0,,
Tulsi Gabbard,.0,06/12/19,5799.0,,
Julian Castro,.0,06/12/19,1383.0,,
Marianne Williamson,.0,06/12/19,3469.0,,
Steve Bullock,.0,06/12/19,29.0,,
Bill de Blasio,.0,06/12/19,3818.0,,
Mike Gravel,.0,06/12/19,1579.0,,
Wayne Messam,.0,06/12/19,588.0,,
Tim Ryan,.0,06/12/19,76.0,,
Joe Biden,45.0,06/12/19,29646.0,,
Elizabeth Warren,8.0,06/12/19,8292.0,,
Kamala Harris,7.0,06/12/19,9617.0,,
Pete Buttigieg,6.0,06/12/19,12433.0,,
Beto O'Rourke,4.0,06/12/19,4090.0,,
Cory Booker,4.0,06/12/19,4252.0,,
Andrew Yang,1.0,06/12/19,6586.0,,
Kirsten Gillibrand,1.0,06/12/19,5455.0,,
Amy Klobuchar,1.0,06/12/19,1618.0,,
Wayne Messam,1.0,06/12/19,588.0,,
Mike Gravel,1.0,06/12/19,1579.0,,
Tulsi Gabbard,.0,06/12/19,5799.0,,
Steve Bullock,.0,06/12/19,29.0,,
John Hickenlooper,.0,06/12/19,1421.0,,
Julian Castro,.0,06/12/19,1383.0,,
Marianne Williamson,.0,06/12/19,3469.0,,
Tim Ryan,.0,06/12/19,76.0,,
Michael Bennet,.0,06/12/19,1437.0,,
Bill de Blasio,.0,06/12/19,3818.0,,
John Delaney,.0,06/12/19,24.0,,
Jay Inslee,.0,06/12/19,1678.0,,
Seth Moulton,.0,06/12/19,3411.0,,
Amy Klobuchar,1.0,06/11/19,1506.0,,
Andrew Yang,2.0,06/11/19,7340.0,,
Beto O'Rourke,2.0,06/11/19,3981.0,,
Bill de Blasio,1.0,06/11/19,5683.0,,
Cory Booker,2.0,06/11/19,2782.0,,
Elizabeth Warren,10.0,06/11/19,8410.0,,
Jay Inslee,1.0,06/11/19,1384.0,,
Joe Biden,32.0,06/11/19,18847.0,,
John Delaney,2.0,06/11/19,55.0,,
John Hickenlooper,1.0,06/11/19,1420.0,,
Julian Castro,.0,06/11/19,1051.0,,
Kamala Harris,6.0,06/11/19,8510.0,,
Kirsten Gillibrand,.0,06/11/19,3170.0,,
Marianne Williamson,.0,06/11/19,3944.0,,
Michael Bennet,1.0,06/11/19,1329.0,,
Mike Gravel,.0,06/11/19,1734.0,,
Pete Buttigieg,6.0,06/11/19,12725.0,,
Seth Moulton,.0,06/11/19,2011.0,,
Steve Bullock,.0,06/11/19,9.0,,
Tim Ryan,1.0,06/11/19,99.0,,
Tulsi Gabbard,.0,06/11/19,7026.0,,
Wayne Messam,.0,06/11/19,842.0,,
Joe Biden,36.0,06/11/19,18847.0,,
Elizabeth Warren,19.0,06/11/19,8410.0,,
Pete Buttigieg,7.0,06/11/19,12725.0,,
Kamala Harris,6.0,06/11/19,8510.0,,
Cory Booker,2.0,06/11/19,2782.0,,
Beto O'Rourke,2.0,06/11/19,3981.0,,
Andrew Yang,2.0,06/11/19,7340.0,,
Julian Castro,1.0,06/11/19,1051.0,,
Tulsi Gabbard,1.0,06/11/19,7026.0,,
Amy Klobuchar,1.0,06/11/19,1506.0,,
Marianne Williamson,1.0,06/11/19,3944.0,,
Steve Bullock,.0,06/11/19,9.0,,
John Hickenlooper,.0,06/11/19,1420.0,,
Jay Inslee,.0,06/11/19,1384.0,,
Wayne Messam,.0,06/11/19,842.0,,
Tim Ryan,.0,06/11/19,99.0,,
Michael Bennet,.0,06/11/19,1329.0,,
Bill de Blasio,.0,06/11/19,5683.0,,
John Delaney,.0,06/11/19,55.0,,
Kirsten Gillibrand,.0,06/11/19,3170.0,,
Mike Gravel,.0,06/11/19,1734.0,,
Seth Moulton,.0,06/11/19,2011.0,,
Joe Biden,30.0,06/10/19,9622.0,,
Beto O'Rourke,3.0,06/10/19,4793.0,,
Kamala Harris,7.0,06/10/19,6684.0,,
Elizabeth Warren,15.0,06/10/19,10505.0,,
Cory Booker,1.0,06/10/19,3279.0,,
Kirsten Gillibrand,.0,06/10/19,3200.0,,
Amy Klobuchar,1.0,06/10/19,1851.0,,
Julian Castro,.0,06/10/19,1118.0,,
Tulsi Gabbard,.0,06/10/19,6405.0,,
Jay Inslee,.0,06/10/19,862.0,,
John Hickenlooper,.0,06/10/19,1127.0,,
John Delaney,.0,06/10/19,19.0,,
Pete Buttigieg,8.0,06/10/19,13175.0,,
Andrew Yang,1.0,06/10/19,9316.0,,
Marianne Williamson,.0,06/10/19,6676.0,,
Wayne Messam,.0,06/10/19,662.0,,
Tim Ryan,1.0,06/10/19,81.0,,
Seth Moulton,.0,06/10/19,919.0,,
Michael Bennet,.0,06/10/19,1338.0,,
Steve Bullock,.0,06/10/19,18.0,,
Bill de Blasio,.0,06/10/19,8078.0,,
Mike Gravel,.0,06/10/19,2222.0,,
Joe Biden,26.0,06/10/19,9622.0,,
Elizabeth Warren,19.0,06/10/19,10505.0,,
Pete Buttigieg,14.0,06/10/19,13175.0,,
Kamala Harris,8.0,06/10/19,6684.0,,
Beto O'Rourke,3.0,06/10/19,4793.0,,
Andrew Yang,1.0,06/10/19,9316.0,,
Cory Booker,1.0,06/10/19,3279.0,,
Amy Klobuchar,1.0,06/10/19,1851.0,,
Tulsi Gabbard,1.0,06/10/19,6405.0,,
Mike Gravel,1.0,06/10/19,2222.0,,
Kirsten Gillibrand,1.0,06/10/19,3200.0,,
Tim Ryan,1.0,06/10/19,81.0,,
Steve Bullock,.0,06/10/19,18.0,,
Julian Castro,.0,06/10/19,1118.0,,
Jay Inslee,.0,06/10/19,862.0,,
John Hickenlooper,.0,06/10/19,1127.0,,
Bill de Blasio,.0,06/10/19,8078.0,,
Michael Bennet,.0,06/10/19,1338.0,,
Marianne Williamson,.0,06/10/19,6676.0,,
Seth Moulton,.0,06/10/19,919.0,,
John Delaney,.0,06/10/19,19.0,,
Joe Biden,22.4,06/10/19,9622.0,,
Elizabeth Warren,18.0,06/10/19,10505.0,,
Kamala Harris,13.4,06/10/19,6684.0,,
Pete Buttigieg,10.0,06/10/19,13175.0,,
Beto O'Rourke,3.2,06/10/19,4793.0,,
Cory Booker,1.1,06/10/19,3279.0,,
Andrew Yang,.9,06/10/19,9316.0,,
Amy Klobuchar,.6,06/10/19,1851.0,,
Julian Castro,.6,06/10/19,1118.0,,
Kirsten Gillibrand,.3,06/10/19,3200.0,,
Marianne Williamson,.2,06/10/19,6676.0,,
Tim Ryan,.2,06/10/19,81.0,,
Jay Inslee,.2,06/10/19,862.0,,
John Hickenlooper,.2,06/10/19,1127.0,,
Steve Bullock,.2,06/10/19,18.0,,
John Delaney,.0,06/10/19,19.0,,
Michael Bennet,.3,06/09/19,1159.0,,
Joe Biden,21.6,06/09/19,10125.0,,
Cory Booker,1.1,06/09/19,3088.0,,
Steve Bullock,.3,06/09/19,25.0,,
Pete Buttigieg,8.4,06/09/19,16022.0,,
Julian Castro,.0,06/09/19,1131.0,,
Bill de Blasio,.0,06/09/19,5135.0,,
John Delaney,.0,06/09/19,28.0,,
Tulsi Gabbard,1.1,06/09/19,5902.0,,
Kirsten Gillibrand,.0,06/09/19,3515.0,,
Mike Gravel,.0,06/09/19,1496.0,,
Kamala Harris,4.6,06/09/19,7310.0,,
John Hickenlooper,.0,06/09/19,934.0,,
Jay Inslee,.0,06/09/19,861.0,,
Amy Klobuchar,.3,06/09/19,2296.0,,
Wayne Messam,.0,06/09/19,646.0,,
Seth Moulton,1.1,06/09/19,959.0,,
Beto O'Rourke,.5,06/09/19,7813.0,,
Tim Ryan,.0,06/09/19,50.0,,
Elizabeth Warren,10.3,06/09/19,10079.0,,
Marianne Williamson,.0,06/09/19,5176.0,,
Andrew Yang,.8,06/09/19,11642.0,,
Joe Biden,37.0,06/09/19,10125.0,,
Elizabeth Warren,11.0,06/09/19,10079.0,,
Pete Buttigieg,7.0,06/09/19,16022.0,,
Kamala Harris,7.0,06/09/19,7310.0,,
Beto O'Rourke,4.0,06/09/19,7813.0,,
Cory Booker,3.0,06/09/19,3088.0,,
Amy Klobuchar,2.0,06/09/19,2296.0,,
Michael Bennet,1.0,06/09/19,1159.0,,
Steve Bullock,1.0,06/09/19,25.0,,
Julian Castro,1.0,06/09/19,1131.0,,
John Delaney,1.0,06/09/19,28.0,,
Tulsi Gabbard,1.0,06/09/19,5902.0,,
Kirsten Gillibrand,1.0,06/09/19,3515.0,,
John Hickenlooper,1.0,06/09/19,934.0,,
Jay Inslee,1.0,06/09/19,861.0,,
Andrew Yang,1.0,06/09/19,11642.0,,
Tim Ryan,1.0,06/09/19,50.0,,
Bill de Blasio,.0,06/09/19,5135.0,,
Seth Moulton,.0,06/09/19,959.0,,
Marianne Williamson,.0,06/09/19,5176.0,,
Joe Biden,23.0,06/09/19,10125.0,,
Beto O'Rourke,15.0,06/09/19,7813.0,,
Elizabeth Warren,14.0,06/09/19,10079.0,,
Pete Buttigieg,8.0,06/09/19,16022.0,,
Kamala Harris,5.0,06/09/19,7310.0,,
Julian Castro,3.0,06/09/19,1131.0,,
Tulsi Gabbard,3.0,06/09/19,5902.0,,
Cory Booker,1.0,06/09/19,3088.0,,
John Delaney,1.0,06/09/19,28.0,,
Kirsten Gillibrand,1.0,06/09/19,3515.0,,
Jay Inslee,1.0,06/09/19,861.0,,
Amy Klobuchar,1.0,06/09/19,2296.0,,
Michael Bennet,.0,06/09/19,1159.0,,
Steve Bullock,.0,06/09/19,25.0,,
Bill de Blasio,.0,06/09/19,5135.0,,
John Hickenlooper,.0,06/09/19,934.0,,
Wayne Messam,.0,06/09/19,646.0,,
Seth Moulton,.0,06/09/19,959.0,,
Tim Ryan,.0,06/09/19,50.0,,
Marianne Williamson,.0,06/09/19,5176.0,,
Andrew Yang,.0,06/09/19,11642.0,,
Kirsten Gillibrand,56.0,06/06/19,2424.0,,
Bill de Blasio,25.0,06/06/19,6814.0,,
Joe Biden,36.0,06/06/19,11285.0,,
Elizabeth Warren,13.0,06/06/19,22625.0,,
Pete Buttigieg,11.0,06/06/19,9112.0,,
Kamala Harris,7.0,06/06/19,5502.0,,
Beto O'Rourke,3.0,06/06/19,4098.0,,
Cory Booker,2.0,06/06/19,3316.0,,
Julian Castro,2.0,06/06/19,1184.0,,
Andrew Yang,1.0,06/06/19,4228.0,,
Steve Bullock,1.0,06/06/19,13.0,,
Kirsten Gillibrand,1.0,06/06/19,2424.0,,
Amy Klobuchar,.0,06/06/19,1410.0,,
Seth Moulton,.0,06/06/19,3426.0,,
Michael Bennet,.0,06/06/19,2035.0,,
John Delaney,.0,06/06/19,44.0,,
Jay Inslee,.0,06/06/19,1490.0,,
Tim Ryan,.0,06/06/19,51.0,,
Bill de Blasio,.0,06/06/19,6814.0,,
Tulsi Gabbard,.0,06/06/19,5368.0,,
Marianne Williamson,.0,06/06/19,6985.0,,
John Hickenlooper,.0,06/06/19,1141.0,,
Wayne Messam,.0,06/06/19,394.0,,
Michael Bennet,1.0,06/05/19,2184.0,,
Joe Biden,24.0,06/05/19,11385.0,,
Cory Booker,1.0,06/05/19,3745.0,,
Steve Bullock,.0,06/05/19,9.0,,
Pete Buttigieg,14.0,06/05/19,12147.0,,
Julian Castro,1.0,06/05/19,1213.0,,
Bill de Blasio,.0,06/05/19,6800.0,,
John Delaney,1.0,06/05/19,46.0,,
Tulsi Gabbard,1.0,06/05/19,6357.0,,
Kirsten Gillibrand,.0,06/05/19,3306.0,,
Kamala Harris,7.0,06/05/19,5732.0,,
John Hickenlooper,.0,06/05/19,1474.0,,
Jay Inslee,1.0,06/05/19,1548.0,,
Amy Klobuchar,2.0,06/05/19,1513.0,,
Wayne Messam,.0,06/05/19,427.0,,
Seth Moulton,.0,06/05/19,1976.0,,
Beto O'Rourke,2.0,06/05/19,5072.0,,
Tim Ryan,.0,06/05/19,39.0,,
Elizabeth Warren,15.0,06/05/19,7421.0,,
Marianne Williamson,.0,06/05/19,2475.0,,
Andrew Yang,1.0,06/05/19,3916.0,,
Joe Biden,30.0,06/05/19,11385.0,,
Kamala Harris,6.0,06/05/19,5732.0,,
Elizabeth Warren,8.0,06/05/19,7421.0,,
Beto O'Rourke,4.0,06/05/19,5072.0,,
Cory Booker,2.0,06/05/19,3745.0,,
Julian Castro,.0,06/05/19,1213.0,,
Amy Klobuchar,1.0,06/05/19,1513.0,,
Kirsten Gillibrand,.0,06/05/19,3306.0,,
Pete Buttigieg,5.0,06/05/19,12147.0,,
Tulsi Gabbard,1.0,06/05/19,6357.0,,
John Hickenlooper,1.0,06/05/19,1474.0,,
Steve Bullock,.0,06/05/19,9.0,,
Jay Inslee,.0,06/05/19,1548.0,,
John Delaney,.0,06/05/19,46.0,,
Marianne Williamson,.0,06/05/19,2475.0,,
Andrew Yang,1.0,06/05/19,3916.0,,
Tim Ryan,1.0,06/05/19,39.0,,
Wayne Messam,.0,06/05/19,427.0,,
Seth Moulton,.0,06/05/19,1976.0,,
Michael Bennet,.0,06/05/19,2184.0,,
Bill de Blasio,1.0,06/05/19,6800.0,,
Mike Gravel,.0,06/05/19,1137.0,,
Joe Biden,31.0,06/05/19,11385.0,,
Kamala Harris,6.0,06/05/19,5732.0,,
Elizabeth Warren,9.0,06/05/19,7421.0,,
Beto O'Rourke,3.0,06/05/19,5072.0,,
Cory Booker,2.0,06/05/19,3745.0,,
Julian Castro,1.0,06/05/19,1213.0,,
Amy Klobuchar,2.0,06/05/19,1513.0,,
Kirsten Gillibrand,.0,06/05/19,3306.0,,
Pete Buttigieg,5.0,06/05/19,12147.0,,
Tulsi Gabbard,1.0,06/05/19,6357.0,,
John Hickenlooper,1.0,06/05/19,1474.0,,
Steve Bullock,.0,06/05/19,9.0,,
Jay Inslee,.0,06/05/19,1548.0,,
John Delaney,.0,06/05/19,46.0,,
Marianne Williamson,.0,06/05/19,2475.0,,
Andrew Yang,1.0,06/05/19,3916.0,,
Tim Ryan,1.0,06/05/19,39.0,,
Wayne Messam,.0,06/05/19,427.0,,
Seth Moulton,.0,06/05/19,1976.0,,
Michael Bennet,.0,06/05/19,2184.0,,
Bill de Blasio,1.0,06/05/19,6800.0,,
Mike Gravel,.0,06/05/19,1137.0,,
Joe Biden,30.0,06/04/19,9082.0,,
Beto O'Rourke,16.0,06/04/19,4012.0,,
Kamala Harris,4.0,06/04/19,10065.0,,
Elizabeth Warren,11.0,06/04/19,5773.0,,
Cory Booker,1.0,06/04/19,2588.0,,
Kirsten Gillibrand,.0,06/04/19,5375.0,,
Amy Klobuchar,.0,06/04/19,2176.0,,
Julian Castro,4.0,06/04/19,1473.0,,
Tulsi Gabbard,.0,06/04/19,5115.0,,
Jay Inslee,.0,06/04/19,1036.0,,
John Hickenlooper,1.0,06/04/19,1964.0,,
John Delaney,2.0,06/04/19,97.0,,
Pete Buttigieg,3.0,06/04/19,15310.0,,
Andrew Yang,1.0,06/04/19,4170.0,,
Marianne Williamson,1.0,06/04/19,2328.0,,
Wayne Messam,.0,06/04/19,435.0,,
Tim Ryan,1.0,06/04/19,62.0,,
Seth Moulton,.0,06/04/19,3346.0,,
Michael Bennet,.0,06/04/19,2006.0,,
Steve Bullock,.0,06/04/19,22.0,,
Bill de Blasio,.0,06/04/19,9530.0,,
Elizabeth Warren,14.9,06/03/19,5312.0,,
Joe Biden,38.5,06/03/19,8701.0,,
Pete Buttigieg,8.3,06/03/19,12977.0,,
Kamala Harris,4.9,06/03/19,22413.0,,
Beto O'Rourke,3.0,06/03/19,4869.0,,
Bill de Blasio,.8,06/03/19,16786.0,,
Steve Bullock,.1,06/03/19,13.0,,
Amy Klobuchar,1.2,06/03/19,1210.0,,
Cory Booker,.7,06/03/19,3229.0,,
Kirsten Gillibrand,.6,06/03/19,12386.0,,
Andrew Yang,1.1,06/03/19,4778.0,,
Tim Ryan,.6,06/03/19,117.0,,
Tulsi Gabbard,.3,06/03/19,4627.0,,
Marianne Williamson,.3,06/03/19,2699.0,,
John Hickenlooper,.1,06/03/19,2019.0,,
Mike Gravel,.0,06/03/19,1399.0,,
Seth Moulton,.0,06/03/19,4662.0,,
Jay Inslee,.0,06/03/19,822.0,,
Wayne Messam,.0,06/03/19,503.0,,
John Delaney,.0,06/03/19,132.0,,
Michael Bennet,.0,06/03/19,2061.0,,
Julian Castro,.0,06/03/19,987.0,,
Joe Biden,29.0,06/03/19,8701.0,,
Elizabeth Warren,16.0,06/03/19,5312.0,,
Pete Buttigieg,13.0,06/03/19,12977.0,,
Kamala Harris,12.0,06/03/19,22413.0,,
Beto O'Rourke,4.0,06/03/19,4869.0,,
Beto O'Rourke,27.0,06/03/19,4869.0,,
Joe Biden,24.0,06/03/19,8701.0,,
Elizabeth Warren,12.0,06/03/19,5312.0,,
Kamala Harris,8.0,06/03/19,22413.0,,
Pete Buttigieg,8.0,06/03/19,12977.0,,
Julian Castro,2.0,06/03/19,987.0,,
Cory Booker,1.0,06/03/19,3229.0,,
Amy Klobuchar,1.0,06/03/19,1210.0,,
Andrew Yang,1.0,06/03/19,4778.0,,
Jay Inslee,.0,06/03/19,822.0,,
Tulsi Gabbard,.0,06/03/19,4627.0,,
Bill de Blasio,.0,06/03/19,16786.0,,
John Delaney,.0,06/03/19,132.0,,
Mike Gravel,.0,06/03/19,1399.0,,
John Hickenlooper,.0,06/03/19,2019.0,,
